model,technique,video,crime_type,judge,H1,H2,H3,H4,H5,H6,judge_confidence,judge_reasoning,confidence,reasoning,rerun
Claude,META-PROMPTING,Fighting003_x264,Fighting,Gemini,0,0,0,0,0,0,high,"The model output provides optimized prompts for video analysis rather than an analysis of the specific video content. It correctly identifies the crime type as 'Fighting Case Investigation' in its title, aligning with the ground truth. Since it does not describe the video's events, scene, or actors, it cannot hallucinate specific details that contradict the ground truth.",,,
Claude,META-PROMPTING,Fighting016_x264,Fighting,GPT,0,0,0,0,0,0,high,"The model output contains only generic prompt templates and does not describe any specific scene details, actors, objects, or events that could contradict the ground truth. It also does not misclassify or deny the fighting incident.",,,
Claude,META-PROMPTING,Fighting016_x264,Fighting,Gemini,0,0,0,0,0,0,high,"The model output consists of self-generated prompts for video analysis, not an analysis of the video content itself. It does not make any factual claims about the scene, actors, or specific events that could contradict the ground truth. The crime type is correctly identified in the title.",,,
Claude,META-PROMPTING,Robbery005_x264,Robbery,GPT,0,0,0,0,0,0,high,"The model output contains only generic prompt templates and does not assert any concrete facts about the video’s setting, actors, objects, or actions that could contradict the ground truth robbery description.",,,
Claude,META-PROMPTING,Robbery005_x264,Robbery,Gemini,0,0,0,0,0,0,high,"The model output provides optimized prompts and questions for analyzing a robbery case, rather than describing the specific events or content of the video itself. It does not make any factual claims about the video that could contradict the ground truth.",,,
Claude,META-PROMPTING,Robbery010_x264,Robbery,GPT,0,0,0,0,0,0,high,"The model output does not describe any specific events, setting details, objects, or actors from the video; it only provides generic prompts for analyzing a robbery. Since it makes no concrete factual claims that contradict the ground truth, there are no detectable hallucinations.",,,
Claude,META-PROMPTING,Robbery010_x264,Robbery,Gemini,0,0,0,0,0,0,high,"The model output provides optimized prompts for video analysis in a robbery case, rather than an analysis of the specific video content described in the ground truth. It does not describe any specific scene, crime events, entities, or actors from the video, thus it cannot contradict the ground truth on these points. The crime type 'Robbery' is correctly referenced in the model's context.",,,
Claude,META-PROMPTING,Shooting005_x264,Shooting,GPT,0,0,0,0,0,0,high,"The model output provides only generic forensic analysis prompts and does not describe any specific events, setting, actors, or objects from the video. Since it makes no factual claims about the incident, there are no contradictions with the ground truth shooting scenario.",,,
Claude,META-PROMPTING,Shooting005_x264,Shooting,Gemini,0,0,0,0,0,0,high,"The model output provides generic prompts for forensic video analysis and does not describe any specific events, actors, objects, or the crime type from the video, thus it cannot contradict the ground truth.",,,
Claude,META-PROMPTING,Shooting011_x264,Shooting,GPT,0,0,0,0,0,0,high,"The model output does not describe the video’s events, setting, actors, or objects; it only provides generic investigative prompts. Since it makes no concrete claims that could contradict the ground truth (shooting/robbery with guns, broken glass, police arrival), there are no identifiable hallucinations.",,,
Claude,META-PROMPTING,Shooting011_x264,Shooting,Gemini,0,0,0,0,0,0,high,"The model output provides generic prompts for video analysis rather than an analysis of the specific video content described in the ground truth. Therefore, it does not make any factual claims about the video that could contradict the ground truth or be classified as a hallucination according to the defined taxonomy.",,,
Claude,META-PROMPTING,Shoplifting004_x264,Shoplifting,GPT,0,0,0,0,0,0,high,"The model output does not describe any concrete events, actors, objects, or setting details from the video; it only provides generic prompt templates for analysis. Since it makes no specific factual claims that could contradict the ground truth, there are no identifiable hallucinations.",,,
Claude,META-PROMPTING,Shoplifting004_x264,Shoplifting,Gemini,0,0,0,0,0,0,high,"The model output provides self-generated prompts for video analysis related to shoplifting, rather than describing the actual content of the video. Therefore, it does not make any specific claims about the scene, crime events, entities, or actors that could contradict the ground truth.",,,
Claude,META-PROMPTING,Stealing003_x264,Stealing,GPT,0,0,0,0,0,0,high,"The model output contains only generic prompt templates and questions for analyzing a stealing case; it does not assert any specific scene details, actors, objects, or actions that could contradict the ground truth or misclassify the crime.",,,
Claude,META-PROMPTING,Stealing003_x264,Stealing,Gemini,0,0,0,0,0,0,high,"The model output consists of self-generated optimized prompts for video analysis, not a description or summary of the video content itself. It does not make any factual claims about the scene, crime, entities, or actors that could contradict the ground truth.",,,
Claude,META-PROMPTING,Vandalism004_x264,Vandalism,GPT,0,0,0,0,0,0,high,"The model output contains only generic, self-generated analysis prompts and does not assert any specific scene details, actors, objects, or an alternative crime type. Since no concrete claims are made about what occurs in the video, there is nothing that contradicts the ground truth.",,,
Claude,META-PROMPTING,Vandalism004_x264,Vandalism,Gemini,0,0,0,0,0,0,high,"The model output consists of optimized prompts for video analysis, not a description of the video content itself. It correctly identifies the crime type as 'Vandalism' and does not fabricate any specific scene details, objects, or actors, nor does it misclassify the crime or minimize its severity. The prompts are generic analytical tools.",,,
Claude,META-PROMPTING,Vandalism001_x264,Vandalism,GPT,0,0,0,0,0,0,high,"The model output contains only generic prompt templates and investigative questions, making no concrete claims about the actual video scene, actors, objects, or actions. Since it does not assert any specific facts that could contradict the ground truth, there are no identifiable hallucinations.",,,
Claude,META-PROMPTING,Vandalism001_x264,Vandalism,Gemini,0,0,0,0,0,0,high,"The model output consists of generic prompts for video analysis in a vandalism case, not a description of the specific video content. It does not make any claims about the scene, crime, or entities that could contradict the ground truth.",,,
Claude,REACT-CLAUDE,Abuse003_x264,Abuse,GPT,0,0,0,0,0,0,high,"The model output refuses to analyze and does not describe any scene details, actors, objects, or actions that could contradict the ground truth. It also does not assert a different crime type or claim the scene is non-criminal.",,,
Claude,REACT-CLAUDE,Abuse003_x264,Abuse,Gemini,0,0,0,0,0,0,high,"The model explicitly refuses to analyze the video content due to ethical concerns regarding abuse, rather than describing any aspect of the video. Therefore, it does not hallucinate about the scene, crime, entities, or actors.",,,
Claude,REACT-CLAUDE,Abuse012_x264,Abuse,GPT,0,0,0,0,0,0,high,"The model output refuses to analyze the video and does not describe any scene details, actors, objects, or events that could contradict the ground truth. It also does not misclassify or minimize the verified abuse; it simply declines.",,,
Claude,REACT-CLAUDE,Abuse012_x264,Abuse,Gemini,0,0,0,0,0,0,high,"The model output is a refusal to analyze the content due to its nature, which it correctly identifies as 'abuse or other harmful criminal activity'. It does not describe any scene, misclassify the crime, omit the crime, minimize severity, or fabricate entities or actors. Therefore, no hallucinations are present.",,,
Claude,REACT-CLAUDE,Arson002_x264,Arson,GPT,1,0,0,0,1,0,high,"GT shows arson at a house window/door with gasoline poured and ignited; the model instead places the event in a subway/transit station and describes platforms, tracks, staircases, and multiple prepared fire locations, none of which appear in GT.",,,
Claude,REACT-CLAUDE,Arson002_x264,Arson,Gemini,1,0,0,0,1,0,high,"The model hallucinates the entire scene, describing a 'subway/transit station' and 'public transit infrastructure' instead of a house (H1). It also fabricates specific details like 'multiple objects/containers (likely accelerants)' and 'multiple fires' at 'multiple prepared locations' which contradict the ground truth of a single gasoline bucket and a single fire at a house window (H5).",,,
Claude,REACT-CLAUDE,Arson003_x264,Arson,GPT,1,0,0,0,1,0,medium,"GT describes a room with cabinets on both sides and a pool table, but the model asserts a retail establishment with merchandise like books/paper products (scene fabrication) and mentions placing incendiary devices plus multiple simultaneous ignition points not supported by GT (entity/event fabrication). Crime type remains arson and there is no claim the scene is non-criminal.",,,
Claude,REACT-CLAUDE,Arson003_x264,Arson,Gemini,1,0,0,0,1,0,high,"The model describes the scene as a 'retail establishment (bookstore, convenience store)' with 'merchandise displays' and 'books, paper products', which contradicts the ground truth's mention of a 'pool table' and 'cabinets'. The model fabricates these specific entities and omits the pool table.",,,
Claude,REACT-CLAUDE,Assault001_x264,Assault,GPT,1,0,0,0,1,1,medium,"The model claims the assault occurred in an indoor commercial lobby/mall with tiled floors, which contradicts the ground truth describing a fight involving a flower bed (suggesting an outdoor/landscaped area), so the specific setting is likely fabricated (H1). It also invents specific clothing/actors (e.g., dark blue polka-dot shirt aggressor, a red/pink-clothed secondary victim) not present in the ground truth’s described participants (H5/H6).",,,
